,tconst,averagerating,numvotes,primary_title,start_year,runtime_minutes,genres
15953,tt8011276,78,1439,Laila Majnu,2018,140.0,"Drama,Romance"
37043,tt3039472,78,1433,Return to Return to Nuke 'Em High Aka Vol. 2,2017,85.0,"Action,Adventure,Comedy"
60087,tt5177824,78,1424,Kumari 21F,2015,134.0,"Drama,Romance"
40113,tt3474602,78,1406,Little Forest: Winter/Spring,2015,120.0,Drama
66147,tt7901798,78,1372,Sheeple,2018,103.0,"Crime,Drama"
56159,tt4047104,78,1350,Enakkul Oruvan,2015,136.0,Thriller
72150,tt5214394,78,1341,Su Su Sudhi Vathmeekam,2015,132.0,Drama
35944,tt8288836,78,1286,Red Forrest,2018,75.0,Horror
48029,tt5857968,78,1178,Kuttrame Thandanai,2016,100.0,"Crime,Drama,Mystery"
47222,tt5805252,78,1123,Budhia Singh: Born to Run,2016,112.0,"Biography,Drama,Sport"
50860,tt5581284,78,1119,All About Me,2018,100.0,"Biography,Comedy,Drama"
43614,tt5098836,78,1111,I Believe in Miracles,2015,104.0,"Documentary,History,Sport"
61717,tt6667360,78,1108,Carnage,2017,68.0,Comedy
63390,tt9203168,78,1080,Moromete Family: On the Edge of Time,2018,110.0,Drama
51030,tt6180274,78,1071,Poorna,2017,100.0,"Adventure,Biography,Drama"
72122,tt5084196,78,1029,Kizumonogatari II: Nekketsu-hen,2016,68.0,"Action,Animation,Drama"
37516,tt8043092,78,973,Sammohanam,2018,137.0,Romance
47140,tt5526028,78,950,Dou Kyu Sei: Classmates,2016,60.0,"Animation,Drama,Romance"
8123,tt4669954,78,948,Yellow Flowers on the Green Grass,2015,103.0,Drama
8594,tt6413712,78,886,Finding Fatimah,2017,99.0,"Comedy,Romance"
64234,tt4990516,78,884,Tu Hai Mera Sunday,2016,119.0,"Comedy,Drama"
62119,tt9817070,78,873,6.5 Toman Per Meter,2019,130.0,"Action,Crime,Drama"
14911,tt4935462,78,866,Amazing Grace,2018,89.0,"Documentary,Music"
33823,tt6194984,78,854,Omnipresent,2017,120.0,Drama
23420,tt3910416,78,815,Escape Artist,2017,106.0,Drama
3562,tt6882872,78,810,Lahoriye,2017,137.0,Drama
47737,tt4699254,78,763,Dongata,2015,140.0,Comedy
49127,tt5234428,78,737,Ajin Part 1: Shoudou,2015,106.0,"Adventure,Animation,Horror"
64807,tt7544820,78,734,Too Funny to Fail: The Life & Death of The Dana Carvey Show,2017,92.0,Documentary
49120,tt5216534,78,720,Digimon Adventure Tri. 2: Decision,2016,84.0,"Action,Adventure,Animation"
43945,tt6315438,78,703,The Little Comrade,2018,99.0,Drama
60442,tt6608138,78,701,I See You,2017,84.0,Romance
21063,tt7534314,78,697,Niet Schieten,2018,139.0,Drama
64496,tt5948916,78,668,All of Us,2016,164.0,Drama
21157,tt8223250,78,656,Bioscopewala,2018,91.0,Drama
26445,tt3489996,78,549,The Killing$ of Tony Blair,2016,95.0,Documentary
33637,tt5458406,78,512,Instant Dreams,2017,91.0,"Documentary,Drama,Sci-Fi"
54713,tt6217664,78,511,Chavela,2017,93.0,"Biography,Documentary,History"
37471,tt7689910,78,493,The Devil We Know,2018,95.0,"Crime,Drama,Thriller"
30041,tt8068936,78,466,I Am Paul Walker,2018,90.0,Documentary
72238,tt5569560,78,463,Saving Sally,2016,94.0,"Animation,Drama,Fantasy"
45305,tt6805366,78,457,Makala,2017,96.0,Documentary
47364,tt6333080,78,449,Rumble: The Indians Who Rocked The World,2017,103.0,"Documentary,Music"
45302,tt6794462,78,413,Intent to Destroy,2017,115.0,"Documentary,History"
7223,tt7495440,78,406,Wonderful Losers: A Different World,2017,71.0,Documentary
4424,tt7497376,78,394,The Deminer,2017,83.0,Documentary
26963,tt5142750,78,392,Maya Angelou and Still I Rise,2016,114.0,"Biography,Documentary,History"
64837,tt7689960,78,390,King in the Wilderness,2018,111.0,"Adventure,Drama"
27694,tt9310280,78,381,Mulshi Pattern,2018,155.0,"Crime,Drama"
56740,tt6186430,78,373,Die Beautiful,2016,120.0,"Comedy,Drama"
41949,tt7614404,78,371,89,2017,91.0,Sport
53402,tt5929796,78,355,The Rolling Stones Havana Moon,2016,116.0,Music
18301,tt6090264,78,343,Plastic China,2016,82.0,Documentary
29867,tt6853580,78,334,Alien Domicile 2: Lot 24,2018,73.0,Thriller
69738,tt5468022,78,330,Digimon Adventure Tri. 6: Future,2018,98.0,"Action,Adventure,Animation"
709,tt9567548,78,327,Horror Noire: A History of Black Horror,2019,83.0,Documentary
72578,tt10121762,78,325,Uriyadi 2,2019,119.0,"Action,Thriller"
64515,tt6020486,78,315,Bille,2018,104.0,Drama
17734,tt3951908,78,302,Neither Wolf Nor Dog,2016,110.0,Drama
35812,tt7341660,78,301,The Distant Barking of Dogs,2017,91.0,"Documentary,War"
7996,tt4136828,78,275,2:Hrs,2018,85.0,Family
39228,tt8497794,78,274,Still Human,2018,115.0,Drama
7228,tt7527082,78,251,Hamid,2018,108.0,Drama
34671,tt6192878,78,246,Miss Kiet's Children,2016,115.0,Documentary
43449,tt4498800,78,237,Honor Thy Father,2015,115.0,"Crime,Drama,Thriller"
61432,tt2981746,78,225,Being Frank: The Chris Sievey Story,2018,105.0,"Documentary,Music"
31680,tt5909308,78,219,Days of Tafree,2016,155.0,Comedy
18011,tt4997830,78,209,Gonchi la película,2015,88.0,Documentary
10566,tt6912552,78,205,Chi Va Chi Sau Ka,2017,134.0,Family
56399,tt4934296,78,204,The Ritchie Blackmore Story,2015,134.0,"Documentary,Music"
69600,tt4992114,78,203,Double Seat,2015,138.0,Drama
16092,tt9799984,78,198,Falaknuma Das,2019,145.0,"Action,Romance,Thriller"
23488,tt4135896,78,195,How to Dance in Ohio,2015,89.0,"Documentary,Drama"
9639,tt5799756,78,194,For the Birds,2016,121.0,"Comedy,Drama,Romance"
47417,tt10313218,78,192,Raising Kratos,2019,115.0,Documentary
5658,tt7311634,78,190,Foreman,2017,84.0,"Documentary,Sport"
15204,tt6078626,78,189,Burn the Place you Hide,2016,110.0,Documentary
9720,tt6069620,78,180,Love & Bananas,2018,77.0,"Action,Adventure,Documentary"
61950,tt8072666,78,180,In Spring Breeze,2019,136.0,"Drama,Family,History"
47083,tt5337986,78,171,Amok,2016,100.0,"Crime,Drama"
50978,tt6041344,78,170,Family Katta,2016,124.0,Family
46521,tt3468824,78,169,Golden Five,2016,83.0,"Drama,History,Romance"
31857,tt6618178,78,168,The Grown-Ups,2016,82.0,Documentary
52189,tt7319312,78,157,Stitches,2019,105.0,"Drama,Thriller"
68783,tt6296148,78,153,Mobile Suit Gundam: The Origin IV: Eve of Destiny,2016,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>","Action,Animation,Drama"
31402,tt4842296,78,150,A Lullaby to the Sorrowful Mystery,2016,485.0,"Adventure,Drama,Fantasy"
32500,tt2179734,78,141,A Life Not to Follow,2015,106.0,"Crime,Drama,Thriller"
52992,tt4236484,78,135,Forgotten,2017,90.0,Sci-Fi
22380,tt4240910,78,134,The Legend of the Ugly King,2017,122.0,"Biography,Documentary"
7166,tt7124742,78,130,Four Springs,2017,105.0,"Documentary,Family,Music"
27206,tt6085926,78,128,Abu: Father,2017,80.0,Documentary
16425,tt1816612,78,126,Paul Sharits,2015,85.0,"Biography,Documentary,History"
68538,tt5354386,78,125,Antes que cante el gallo,2016,98.0,Drama
72403,tt6108612,78,123,The Connected Universe,2016,98.0,Documentary
10274,tt5635638,78,122,White Boy,2017,82.0,"Crime,Documentary"
11723,tt4221708,78,121,Miracles Out of Nowhere,2015,78.0,"Biography,Documentary,History"
24789,tt5896674,78,121,The Fall,2016,90.0,"Documentary,Sport"
28814,tt6265318,78,116,Russkie evrei. Film pervyy. Do revolutsii,2016,86.0,Documentary
34574,tt5862454,78,116,Winter Thaw,2016,53.0,"Drama,Family,Fantasy"
7241,tt7573844,78,114,Into the Okavango,2018,88.0,Documentary
23489,tt4136534,78,113,We Make Movies,2016,111.0,Comedy
47820,tt5037288,78,113,The Terry Kath Experience,2016,80.0,Documentary
24058,tt6195442,78,110,Saving Brinton,2017,90.0,Documentary
33564,tt5138974,78,110,The Man Who Saw Too Much,2016,89.0,Documentary
46637,tt3813880,78,108,Krishna Leela,2015,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>","Drama,Romance"
73730,tt8160890,78,104,Craig Ross Jr.'s Monogamy,2018,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Drama
29973,tt7688694,78,98,Vegan 2017,2017,47.0,Documentary
48217,tt6619064,78,97,Born to Be Free,2016,74.0,Documentary
55569,tt3338230,78,97,La semilla del silencio,2015,105.0,"Crime,Drama,Thriller"
9714,tt6028446,78,94,The Magnitsky Act. Behind the Scenes,2016,152.0,Documentary
25528,tt7984826,78,94,Meow Wolf: Origin Story,2018,88.0,Documentary
31417,tt4911944,78,93,Numero Zero: Alle origini del rap italiano,2015,90.0,Documentary
69440,tt4382330,78,92,Swim Team,2016,90.0,"Documentary,Drama,Family"
45536,tt8461958,78,91,A Colony,2018,102.0,Drama
19422,tt7587878,78,90,Michelangelo - Infinito,2018,97.0,"Biography,Drama"
33700,tt5692406,78,89,Super Mother,2015,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Comedy
2093,tt8236394,78,88,Midnight Oil: 1984,2018,89.0,"Documentary,Music"
54535,tt5530986,78,87,After Spring,2016,101.0,Documentary
45351,tt7133424,78,86,Present Laughter,2017,135.0,Comedy
47858,tt5151662,78,86,When the Earth Seems to Be Light,2015,76.0,Documentary
26949,tt5112592,78,84,7 Days,2015,110.0,Drama
44151,tt7736550,78,84,Deadma Walking,2017,109.0,Comedy
29979,tt7726074,78,83,Ambi Ning Vysaitho,2018,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>","Action,Drama,Romance"
2771,tt2877296,78,81,Rodents of Unusual Size,2017,71.0,Documentary
69635,tt5120042,78,79,I Am the Blues,2015,106.0,"Documentary,History,Music"
57616,tt5118014,78,78,True Conviction,2017,84.0,Documentary
73561,tt7095054,78,77,Pomegranate Orchard,2017,90.0,Drama
42140,tt9365634,78,75,O Beijo no Asfalto,2018,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>","Crime,Drama,Romance"
9560,tt5467702,78,74,1982 - A Love Marriage,2017,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Comedy
61902,tt7689912,78,73,The Price of Free,2018,92.0,"Crime,Drama,Thriller"
2154,tt8842018,78,72,A Northern Soul,2018,73.0,Documentary
34202,tt4531868,78,72,Dead Along the Way,2016,85.0,Comedy
46806,tt4374126,78,72,Revenge of the Worthless,2016,150.0,"Action,War"
7272,tt7817874,78,71,The Coronation,2018,60.0,Documentary
72702,tt2074336,78,71,Benjamin Troubles,2015,95.0,"Drama,Romance,Thriller"
4745,tt1980038,78,70,Anatomy of the Tide,2015,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Drama
16444,tt3610312,78,70,Sin & Illy Still Alive,2015,71.0,"Crime,Drama"
39865,tt2692938,78,69,They Call Me Superseven,2016,85.0,"Action,Comedy,Sci-Fi"
43623,tt5118024,78,69,Almost Sunrise,2016,98.0,"Adventure,Documentary,Drama"
44315,tt9501310,78,68,Detective Conan: The Fist of Blue Sapphire,2019,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>","Action,Adventure,Animation"
72400,tt6096562,78,68,Lovers: Piccolo Film Sull'amore,2017,90.0,Drama
33523,tt4996954,78,67,Vaya,2016,115.0,Drama
42132,tt9321572,78,67,The Smiling Lombana,2018,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>","Documentary,Drama"
15966,tt8123286,78,65,Dizájneren,2016,90.0,Documentary
56574,tt5563192,78,64,The First American,2016,95.0,"Biography,History"
7307,tt8138394,78,62,Windspiel,2018,80.0,Drama
8129,tt4687392,78,62,Man in Red Bandana,2017,85.0,"Biography,Documentary,History"
18404,tt6522478,78,62,Premi O Premi,2017,136.0,"Comedy,Romance"
53470,tt6155958,78,62,Purple Horizons,2017,112.0,Drama
6633,tt4848740,78,60,Mencari hilal,2015,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Drama
23123,tt7659110,78,59,The Opera House,2017,111.0,Documentary
33589,tt5209276,78,59,Wang Fam,2015,110.0,"Comedy,Horror"
56146,tt3975584,78,59,"Bad, Bad Men",2016,83.0,Comedy
6837,tt5629084,78,58,Superpower Dogs,2019,47.0,Documentary
60003,tt4900256,78,58,For the Love of a Man,2015,85.0,Documentary
11851,tt4766282,78,56,Zagreb Stories Vol. 3,2015,100.0,Drama
2675,tt2550170,78,55,20 Years of Madness,2015,90.0,"Biography,Comedy,Documentary"
40197,tt6801580,78,55,A Wish for Giants,2018,78.0,"Action,Drama,Fantasy"
67282,tt6712330,78,55,My Fairy Tail Love Story,2018,115.0,"Fantasy,Romance"
11975,tt5193466,78,54,The Crossing,2015,55.0,Documentary
13430,tt7960168,78,54,Eka Dawasaka Api,2018,69.0,"Drama,Romance"
26471,tt3557446,78,54,Frackman,2015,90.0,"Action,Adventure,Biography"
34791,tt10046236,78,54,Alem-i Cin 2,2019,93.0,Horror
49345,tt6135072,78,54,Salawaku,2016,82.0,Documentary
71968,tt4487642,78,54,Children of the Mountain,2016,90.0,Drama
10160,tt5205814,78,53,La Familia Reyna,2015,96.0,"Comedy,Drama"
27176,tt5993224,78,53,A Mere Breath,2016,67.0,Documentary
34342,tt4983512,78,53,Angry Sky,2015,90.0,Documentary
71333,tt9156204,78,53,Until Porn Do Us Part,2018,89.0,Documentary
19540,tt8634406,78,52,Acute Misfortune,2018,90.0,Biography
51085,tt6386232,78,52,"Vermeer, Beyond Time",2017,90.0,Documentary
6606,tt4769042,78,51,Over the Years,2015,188.0,Documentary
43254,tt3853806,78,51,The Slider,2017,78.0,Drama
61371,tt2786404,78,51,Children of Giant,2015,86.0,"Documentary,History"
71246,tt8232648,78,51,A Christmas Carol,2018,81.0,Drama
17122,tt6117158,78,50,Idolle Ramayana,2016,111.0,Drama
24882,tt6228102,78,50,Tongue Cutters,2017,85.0,Documentary
45124,tt3295180,78,50,Zen Dog,2016,95.0,Drama
17247,tt10280220,78,49,Ghost Writer,2019,97.0,"Comedy,Horror"
53016,tt4314152,78,49,Save My Seoul,2017,61.0,"Documentary,Drama"
59701,tt3896198,77,482917,Guardians of the Galaxy Vol. 2,2017,136.0,"Action,Adventure,Comedy"
47828,tt5052448,77,400474,Get Out,2017,104.0,"Horror,Mystery,Thriller"
48593,tt3606756,77,203510,Incredibles 2,2018,118.0,"Action,Adventure,Animation"
64348,tt5362988,77,169007,Wind River,2017,107.0,"Crime,Drama,Mystery"
13380,tt7668870,77,97991,Searching,2018,102.0,"Drama,Mystery,Thriller"
48521,tt1754656,77,50015,The Little Prince,2015,108.0,"Adventure,Animation,Drama"
3104,tt3829920,77,45482,Only the Brave,2017,134.0,"Action,Biography,Drama"
47597,tt4226388,77,44921,Victoria,2015,138.0,"Crime,Drama,Romance"
63957,tt4080728,77,39163,A Man Called Ove,2015,116.0,"Comedy,Drama,Romance"
